quality,visual_family,abandoned_state,state_eligible,footprint,height,vanilla_block_count,domum_block_count,block_entity_count,container_count,mandatory_path_clear,shelter_entrance_clear,shaft_exit_clear,cross_chunk_writes,surface_ore_count,productive_reservation_change,deterministic_selection_key,measurement_status
RICH,CONIFER,COLLAPSED,YES,15,7,270,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,FAILED_PROSPECTION,NO,15,7,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,EVACUATED,YES,15,7,266,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,RECENTLY_ABANDONED,YES,15,7,264,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,WEATHERED,YES,15,7,264,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,COLLAPSED,YES,15,7,268,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,FAILED_PROSPECTION,NO,15,7,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,EVACUATED,YES,15,7,264,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,RECENTLY_ABANDONED,YES,15,7,279,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,WEATHERED,YES,15,7,279,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,COLLAPSED,YES,15,7,283,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,FAILED_PROSPECTION,NO,15,7,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,EVACUATED,YES,15,7,279,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,RECENTLY_ABANDONED,YES,15,7,283,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,WEATHERED,YES,15,7,283,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,COLLAPSED,YES,15,7,287,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,FAILED_PROSPECTION,NO,15,7,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,EVACUATED,YES,15,7,283,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,ARID,RECENTLY_ABANDONED,YES,15,7,261,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,ARID,WEATHERED,YES,15,7,261,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,ARID,COLLAPSED,YES,15,7,265,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,ARID,FAILED_PROSPECTION,NO,15,7,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
RICH,ARID,EVACUATED,YES,15,7,261,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,RECENTLY_ABANDONED,YES,15,7,261,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,WEATHERED,YES,15,7,261,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,COLLAPSED,YES,15,7,265,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,FAILED_PROSPECTION,NO,15,7,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,EVACUATED,YES,15,7,261,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,RECENTLY_ABANDONED,YES,15,7,260,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,WEATHERED,YES,15,7,260,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,COLLAPSED,YES,15,7,264,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,FAILED_PROSPECTION,NO,15,7,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,EVACUATED,YES,15,7,260,18,19,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%4,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,RECENTLY_ABANDONED,YES,15,8,359,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,WEATHERED,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,COLLAPSED,YES,15,8,363,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,FAILED_PROSPECTION,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,EVACUATED,YES,15,8,359,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,RECENTLY_ABANDONED,YES,15,8,368,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,WEATHERED,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,COLLAPSED,YES,15,8,372,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,FAILED_PROSPECTION,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,EVACUATED,YES,15,8,368,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,RECENTLY_ABANDONED,YES,15,8,365,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,WEATHERED,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,COLLAPSED,YES,15,8,369,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,FAILED_PROSPECTION,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,EVACUATED,YES,15,8,365,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,RECENTLY_ABANDONED,YES,15,8,390,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,WEATHERED,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,COLLAPSED,YES,15,8,394,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,FAILED_PROSPECTION,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,EVACUATED,YES,15,8,390,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,RECENTLY_ABANDONED,YES,15,8,395,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,WEATHERED,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,COLLAPSED,YES,15,8,399,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,FAILED_PROSPECTION,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,EVACUATED,YES,15,8,395,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,RECENTLY_ABANDONED,YES,15,8,362,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,WEATHERED,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,COLLAPSED,YES,15,8,366,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,FAILED_PROSPECTION,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,EVACUATED,YES,15,8,362,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,RECENTLY_ABANDONED,YES,15,8,361,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,WEATHERED,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,COLLAPSED,YES,15,8,365,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,FAILED_PROSPECTION,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,EVACUATED,YES,15,8,361,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,RECENTLY_ABANDONED,YES,15,8,361,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,WEATHERED,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,COLLAPSED,YES,15,8,365,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,FAILED_PROSPECTION,NO,15,8,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,NOT_APPLICABLE,NOT_ELIGIBLE,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,EVACUATED,YES,15,8,361,24,25,1,YES,YES,YES,0,0,NONE,mix64(planSeed^ABANDONED_STATE_SELECTION_SALT)%3,STATIC_MODEL_UPPER_BOUND
