quality,visual_family,abandoned_state,rotation,width,depth,height_span,planned_writes,non_air_blocks,air_reservations,vanilla_block_entities,domum_block_entities,cross_chunk_writes,access_violations,hatch_collisions,measurement_status
POOR,ARID,FAILED_PROSPECTION,CLOCKWISE_180,11,11,5,152,115,32,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ARID,FAILED_PROSPECTION,COUNTERCLOCKWISE_90,11,11,5,152,115,32,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,RECENTLY_ABANDONED,NONE,11,11,5,152,116,30,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,RECENTLY_ABANDONED,CLOCKWISE_90,11,11,5,152,116,32,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,RECENTLY_ABANDONED,CLOCKWISE_180,11,11,5,152,116,32,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,11,11,5,152,116,32,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,WEATHERED,NONE,11,11,5,152,116,30,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,WEATHERED,CLOCKWISE_90,11,11,5,152,116,32,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,WEATHERED,CLOCKWISE_180,11,11,5,152,116,32,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,WEATHERED,COUNTERCLOCKWISE_90,11,11,5,152,116,32,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,COLLAPSED,NONE,11,11,5,161,120,34,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,COLLAPSED,CLOCKWISE_90,11,11,5,161,120,34,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,COLLAPSED,CLOCKWISE_180,11,11,5,161,120,36,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,COLLAPSED,COUNTERCLOCKWISE_90,11,11,5,161,120,36,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,FAILED_PROSPECTION,NONE,11,11,5,152,116,30,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,FAILED_PROSPECTION,CLOCKWISE_90,11,11,5,152,116,32,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,FAILED_PROSPECTION,CLOCKWISE_180,11,11,5,152,116,32,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,ROCKY,FAILED_PROSPECTION,COUNTERCLOCKWISE_90,11,11,5,152,116,32,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,RECENTLY_ABANDONED,NONE,11,11,5,153,117,30,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,RECENTLY_ABANDONED,CLOCKWISE_90,11,11,5,153,117,32,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,RECENTLY_ABANDONED,CLOCKWISE_180,11,11,5,153,117,32,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,11,11,5,153,117,32,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,WEATHERED,NONE,11,11,5,153,117,30,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,WEATHERED,CLOCKWISE_90,11,11,5,153,117,32,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,WEATHERED,CLOCKWISE_180,11,11,5,153,117,32,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,WEATHERED,COUNTERCLOCKWISE_90,11,11,5,153,117,32,1,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,COLLAPSED,NONE,11,11,5,162,121,34,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,COLLAPSED,CLOCKWISE_90,11,11,5,162,121,34,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,COLLAPSED,CLOCKWISE_180,11,11,5,162,121,36,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,COLLAPSED,COUNTERCLOCKWISE_90,11,11,5,162,121,36,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,FAILED_PROSPECTION,NONE,11,11,5,153,117,30,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,FAILED_PROSPECTION,CLOCKWISE_90,11,11,5,153,117,32,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,FAILED_PROSPECTION,CLOCKWISE_180,11,11,5,153,117,32,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
POOR,VOLCANIC,FAILED_PROSPECTION,COUNTERCLOCKWISE_90,11,11,5,153,117,32,0,7,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,RECENTLY_ABANDONED,NONE,13,13,6,242,186,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,RECENTLY_ABANDONED,CLOCKWISE_90,13,13,6,242,186,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,RECENTLY_ABANDONED,CLOCKWISE_180,13,13,6,242,186,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,13,13,6,242,186,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,WEATHERED,NONE,13,13,6,242,186,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,WEATHERED,CLOCKWISE_90,13,13,6,242,186,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,WEATHERED,CLOCKWISE_180,13,13,6,242,186,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,WEATHERED,COUNTERCLOCKWISE_90,13,13,6,242,186,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,COLLAPSED,NONE,13,13,6,251,190,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,COLLAPSED,CLOCKWISE_90,13,13,6,251,190,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,COLLAPSED,CLOCKWISE_180,13,13,6,251,190,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,COLLAPSED,COUNTERCLOCKWISE_90,13,13,6,251,190,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,EVACUATED,NONE,13,13,6,242,186,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,EVACUATED,CLOCKWISE_90,13,13,6,242,186,32,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,EVACUATED,CLOCKWISE_180,13,13,6,242,186,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TEMPERATE,EVACUATED,COUNTERCLOCKWISE_90,13,13,6,242,186,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,RECENTLY_ABANDONED,NONE,13,13,6,242,191,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,RECENTLY_ABANDONED,CLOCKWISE_90,13,13,6,242,191,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,RECENTLY_ABANDONED,CLOCKWISE_180,13,13,6,242,191,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,13,13,6,242,191,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,WEATHERED,NONE,13,13,6,242,191,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,WEATHERED,CLOCKWISE_90,13,13,6,242,191,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,WEATHERED,CLOCKWISE_180,13,13,6,242,191,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,WEATHERED,COUNTERCLOCKWISE_90,13,13,6,242,191,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,COLLAPSED,NONE,13,13,6,251,195,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,COLLAPSED,CLOCKWISE_90,13,13,6,251,195,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,COLLAPSED,CLOCKWISE_180,13,13,6,251,195,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,COLLAPSED,COUNTERCLOCKWISE_90,13,13,6,251,195,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,EVACUATED,NONE,13,13,6,242,191,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,EVACUATED,CLOCKWISE_90,13,13,6,242,191,32,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,EVACUATED,CLOCKWISE_180,13,13,6,242,191,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,CONIFER,EVACUATED,COUNTERCLOCKWISE_90,13,13,6,242,191,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,RECENTLY_ABANDONED,NONE,13,13,6,242,190,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,RECENTLY_ABANDONED,CLOCKWISE_90,13,13,6,242,190,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,RECENTLY_ABANDONED,CLOCKWISE_180,13,13,6,242,190,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,13,13,6,242,190,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,WEATHERED,NONE,13,13,6,242,190,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,WEATHERED,CLOCKWISE_90,13,13,6,242,190,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,WEATHERED,CLOCKWISE_180,13,13,6,242,190,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,WEATHERED,COUNTERCLOCKWISE_90,13,13,6,242,190,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,COLLAPSED,NONE,13,13,6,251,194,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,COLLAPSED,CLOCKWISE_90,13,13,6,251,194,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,COLLAPSED,CLOCKWISE_180,13,13,6,251,194,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,COLLAPSED,COUNTERCLOCKWISE_90,13,13,6,251,194,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,EVACUATED,NONE,13,13,6,242,190,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,EVACUATED,CLOCKWISE_90,13,13,6,242,190,32,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,EVACUATED,CLOCKWISE_180,13,13,6,242,190,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,SNOWY,EVACUATED,COUNTERCLOCKWISE_90,13,13,6,242,190,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,RECENTLY_ABANDONED,NONE,13,13,6,250,197,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,RECENTLY_ABANDONED,CLOCKWISE_90,13,13,6,250,197,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,RECENTLY_ABANDONED,CLOCKWISE_180,13,13,6,250,197,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,13,13,6,250,197,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,WEATHERED,NONE,13,13,6,250,197,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,WEATHERED,CLOCKWISE_90,13,13,6,250,197,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,WEATHERED,CLOCKWISE_180,13,13,6,250,197,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,WEATHERED,COUNTERCLOCKWISE_90,13,13,6,250,197,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,COLLAPSED,NONE,13,13,6,259,201,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,COLLAPSED,CLOCKWISE_90,13,13,6,259,201,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,COLLAPSED,CLOCKWISE_180,13,13,6,259,201,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,COLLAPSED,COUNTERCLOCKWISE_90,13,13,6,259,201,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,EVACUATED,NONE,13,13,6,250,197,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,EVACUATED,CLOCKWISE_90,13,13,6,250,197,32,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,EVACUATED,CLOCKWISE_180,13,13,6,250,197,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,WETLAND,EVACUATED,COUNTERCLOCKWISE_90,13,13,6,250,197,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,RECENTLY_ABANDONED,NONE,13,13,6,252,201,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,RECENTLY_ABANDONED,CLOCKWISE_90,13,13,6,252,201,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,RECENTLY_ABANDONED,CLOCKWISE_180,13,13,6,252,201,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,13,13,6,252,201,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,WEATHERED,NONE,13,13,6,252,201,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,WEATHERED,CLOCKWISE_90,13,13,6,252,201,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,WEATHERED,CLOCKWISE_180,13,13,6,252,201,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,WEATHERED,COUNTERCLOCKWISE_90,13,13,6,252,201,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,COLLAPSED,NONE,13,13,6,261,205,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,COLLAPSED,CLOCKWISE_90,13,13,6,261,205,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,COLLAPSED,CLOCKWISE_180,13,13,6,261,205,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,COLLAPSED,COUNTERCLOCKWISE_90,13,13,6,261,205,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,EVACUATED,NONE,13,13,6,252,201,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,EVACUATED,CLOCKWISE_90,13,13,6,252,201,32,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,EVACUATED,CLOCKWISE_180,13,13,6,252,201,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,TROPICAL,EVACUATED,COUNTERCLOCKWISE_90,13,13,6,252,201,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,RECENTLY_ABANDONED,NONE,13,13,6,240,187,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,RECENTLY_ABANDONED,CLOCKWISE_90,13,13,6,240,187,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,RECENTLY_ABANDONED,CLOCKWISE_180,13,13,6,240,187,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,13,13,6,240,187,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,WEATHERED,NONE,13,13,6,240,187,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,WEATHERED,CLOCKWISE_90,13,13,6,240,187,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,WEATHERED,CLOCKWISE_180,13,13,6,240,187,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,WEATHERED,COUNTERCLOCKWISE_90,13,13,6,240,187,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,COLLAPSED,NONE,13,13,6,249,191,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,COLLAPSED,CLOCKWISE_90,13,13,6,249,191,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,COLLAPSED,CLOCKWISE_180,13,13,6,249,191,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,COLLAPSED,COUNTERCLOCKWISE_90,13,13,6,249,191,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,EVACUATED,NONE,13,13,6,240,187,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,EVACUATED,CLOCKWISE_90,13,13,6,240,187,32,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,EVACUATED,CLOCKWISE_180,13,13,6,240,187,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ARID,EVACUATED,COUNTERCLOCKWISE_90,13,13,6,240,187,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,RECENTLY_ABANDONED,NONE,13,13,6,240,188,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,RECENTLY_ABANDONED,CLOCKWISE_90,13,13,6,240,188,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,RECENTLY_ABANDONED,CLOCKWISE_180,13,13,6,240,188,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,13,13,6,240,188,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,WEATHERED,NONE,13,13,6,240,188,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,WEATHERED,CLOCKWISE_90,13,13,6,240,188,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,WEATHERED,CLOCKWISE_180,13,13,6,240,188,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,WEATHERED,COUNTERCLOCKWISE_90,13,13,6,240,188,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,COLLAPSED,NONE,13,13,6,249,192,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,COLLAPSED,CLOCKWISE_90,13,13,6,249,192,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,COLLAPSED,CLOCKWISE_180,13,13,6,249,192,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,COLLAPSED,COUNTERCLOCKWISE_90,13,13,6,249,192,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,EVACUATED,NONE,13,13,6,240,188,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,EVACUATED,CLOCKWISE_90,13,13,6,240,188,32,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,EVACUATED,CLOCKWISE_180,13,13,6,240,188,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,ROCKY,EVACUATED,COUNTERCLOCKWISE_90,13,13,6,240,188,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,RECENTLY_ABANDONED,NONE,13,13,6,238,186,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,RECENTLY_ABANDONED,CLOCKWISE_90,13,13,6,238,186,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,RECENTLY_ABANDONED,CLOCKWISE_180,13,13,6,238,186,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,13,13,6,238,186,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,WEATHERED,NONE,13,13,6,238,186,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,WEATHERED,CLOCKWISE_90,13,13,6,238,186,32,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,WEATHERED,CLOCKWISE_180,13,13,6,238,186,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,WEATHERED,COUNTERCLOCKWISE_90,13,13,6,238,186,34,1,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,COLLAPSED,NONE,13,13,6,247,190,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,COLLAPSED,CLOCKWISE_90,13,13,6,247,190,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,COLLAPSED,CLOCKWISE_180,13,13,6,247,190,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,COLLAPSED,COUNTERCLOCKWISE_90,13,13,6,247,190,38,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,EVACUATED,NONE,13,13,6,238,186,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,EVACUATED,CLOCKWISE_90,13,13,6,238,186,32,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,EVACUATED,CLOCKWISE_180,13,13,6,238,186,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
NORMAL,VOLCANIC,EVACUATED,COUNTERCLOCKWISE_90,13,13,6,238,186,34,0,12,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,RECENTLY_ABANDONED,NONE,15,15,7,350,259,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,7,350,259,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,7,350,259,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,7,350,259,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,WEATHERED,NONE,15,15,7,350,259,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,WEATHERED,CLOCKWISE_90,15,15,7,350,259,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,WEATHERED,CLOCKWISE_180,15,15,7,350,259,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,WEATHERED,COUNTERCLOCKWISE_90,15,15,7,350,259,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,COLLAPSED,NONE,15,15,7,359,263,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,COLLAPSED,CLOCKWISE_90,15,15,7,359,263,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,COLLAPSED,CLOCKWISE_180,15,15,7,359,263,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,COLLAPSED,COUNTERCLOCKWISE_90,15,15,7,359,263,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,EVACUATED,NONE,15,15,7,350,259,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,EVACUATED,CLOCKWISE_90,15,15,7,350,259,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,EVACUATED,CLOCKWISE_180,15,15,7,350,259,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TEMPERATE,EVACUATED,COUNTERCLOCKWISE_90,15,15,7,350,259,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,RECENTLY_ABANDONED,NONE,15,15,7,350,266,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,7,350,266,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,7,350,266,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,7,350,266,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,WEATHERED,NONE,15,15,7,350,266,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,WEATHERED,CLOCKWISE_90,15,15,7,350,266,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,WEATHERED,CLOCKWISE_180,15,15,7,350,266,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,WEATHERED,COUNTERCLOCKWISE_90,15,15,7,350,266,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,COLLAPSED,NONE,15,15,7,359,270,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,COLLAPSED,CLOCKWISE_90,15,15,7,359,270,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
